"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856505","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","2042817162.85639","2214679081.25658","2424391785.43897","2604955228.70117","2762581334.22612","2913466732.12507","3088853638.56832","3181071153.6622","3371102123.51343",
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814815","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201429629.62963","219762962.962963","234059259.259259","245525925.925926","264374074.074074","274522222.222222","292285185.185185","302988888.888889","322411111.111111","331759259.259259","333470370.37037","340203703.703704","333196296.296296","343311111.111111","367200000","364255555.555556","390251851.851852","421374074.074074","458188888.888889","489074074.074074","493825925.925926","501025925.925926","485996296.296296","498296296.296296","520207407.407407","540737037.037037","576229629.62963","521551851.851852","554770370.37037","611537037.037037","504214814.814815","545618518.518518",
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","11931739858.7046","13059064374.6287","13505573866.6667","15414902266.6667","17075457600","19085731252.4407","23232379951.9376","30730626663.3606","34160444798.1099","40474406216.2821","44575892473.1183","49784338519.4563","60362931853.6249","70366241969.2074","71127528699.9414","61877813965.2413","60412844678.604","60644782176.0525","59105236853.7937","62658568287.3429","88078760103.8191","109414423928.775","115552846616.653","112409222182.704","138247285815.855","139224688814.195","152915654478.885","143195627014.605","156162386724.523","185006881515.065","187632346387.984","173537647058.824","176991934992.837","177965188354.692","164158739097.623","164791442543.375","178635163717.431","218096033517.009","251373002954.382","264467336457.17","282884947702.966","319423424509.066","353361038818.383","321241303699.006","321995279401.502","344003137611.271","327148943812.137","343584391647.927","352993631617.708","302673070846.857","313115929314.339","332121063806.391","356841216410.068","347561349210.979","356084867685.639","397104343478.301",
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044592944.80499","6122198120.02892","5826987099.45901","5374314928.42536","6686593059.93691","7073675544.79021","9824498183.03263","11605382504","13081042400","14644711384.8202","16637370839.1608","18241691857.3544","20017480054.834","21672231760.6491","22136621337.0889","24305717541.6371","25601765400.5153","27137508656.8522","21403167848.1444","22322395368.0274","35777570135.5225","37879869897.8979","43965420072.4107","48122547177.1881","48261033298.2133","53860175555.9961","58029750745.6495","60681537195.7996","62682163837.347","67179914026.9623","71164825256.6849","75704720189.5607","79997975621.8654","85555378042.8196","88941299733.5018","78844702329.0785","94243453937.4462",
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD","2723593384.78054","2434727329.809","2001428328.37091","2702960118.28806","2909292864.23204","3136258896.9233","3039834558.74906","3370843065.76735","3852115816.97758","4257218772.15369","4863487492.65763","5077222366.97472","6766766610.86932","8707847924.29022","13210029612.2659","15557934268.4965","17728347374.994","20971901273.271","26364491313.4471","33243422157.6311","42346380830.7708","44348672667.8715","45207088715.6483","48801369800.3675","53698278905.9678","57937868670.1937","63692238160.0493","66746396416.2732","59089067187.3943","55634414465.2104","62048562947.2509","45715614559.7064","48003078388.5401","49945599428.5812","42543178042.4148","41764315330.4366","46941582519.4661","48177612042.1507","48187747528.899","48640653469.3025","54790392746.1939","54744712814.8676","56760355865.0082","67863828412.6882","85332581188.6107","103198223709.439","117027307540.89","134977082623.78","171000699876.747","137211035770.034","161207270185.25","200013052199.2","209058991952.125","209755003250.664","213810024944.464","165979279263.174","160034163871.455","170097014589.134","174910878623.049","171767403748.19","145009181490.62","167983141738.311",
"East Asia & Pacific (excluding high income)","EAP","GDP (current US$)","NY.GDP.MKTP.CD","81346966779.2948","71614404162.4675","65396588241.2277","70843947165.4002","81762813021.2733","95180596557.2096","104077460764.11","101006790832.103","102278982872.896","114795820879.998","127487282116.805","137064711492.623","155445884389.752","195584382050.168","221254180400.773","248665276693.28","252691777390.242","291651767845.743","282822977974.074","327634526665.73","378125140590.669","403649721437.987","423791823143.552","443948327226.594","481020967536.432","526457825339.354","525159342091.581","519066937448.258","575625884884.575","622527047821.973","667363738714.834","723841909070.635","811268029278.303","890521384130.697","1071595535057.62","1322130294075.65","1518469693536.39","1572049203864.21","1431783619131","1575692556431.98","1734674377485.85","1847475162363.19","2044357718061.96","2311762286264.07","2682361386115.79","3106911336847.71","3740747469659.88","4727824486545.69","5978889775899.92","6484594706166.73","7889431821546.02","9645510084735.44","10759162578319.6","11871112996760.2","12798789791348.7","13327553631228.2","13612426104052.7","14877258915652.8","16638962757093.7","17203906511529","17483820589534.5","20746563721663.3",
"Early-demographic dividend","EAR","GDP (current US$)","NY.GDP.MKTP.CD","157942583564.355","158912671963.007","163742395743.514","173711880145.349","198974976220.178","215522749953.109","212813847831.582","223658650109.687","242317845044.991","270383006184.382","286037277941.978","309661650920.072","338527878781.294","432597765717.98","605153111318.558","650499073611.147","710183421954.391","793547382673.068","880966379615.836","1070914081150.61","1332415855580.08","1488762605456.05","1416644008310.27","1426956546461.02","1416001030005.56","1454906885691.68","1467334641377.79","1478284023900.09","1551994173736.85","1581993283662.54","1856791237218.31","1963094254874.6","2158940753791.78","2371814641073.34","2493618516817.29","2556648437455.65","2787832707717.88","2980538627134.16","2938537038141.17","3108671962612.56","3382509209554.22","3352884328613.5","3259977941916.56","3628231967387.69","4224920040436.25","4927148941290.27","5634329757389.71","6667108188269.8","7520052429152.87","7257907613909","8800870240503.56","9720073461241.5","10153495508194.2","10295575316213","10648316212896.6","10129016824229.1","10454393062395.3","11291259618576.3","11401133321555.3","11643791832112.3","10841710191637.6","12618119605215",
"East Asia & Pacific","EAS","GDP (current US$)","NY.GDP.MKTP.CD","154608964939.107","155145333350.026","158361376318.574","176700641541.943","202680341549.21","225584335410.774","252065874325.836","273138630805.906","301156064856.063","346805505111.574","408832441241.742","453655577707.971","562922786206.716","741777465480.052","854578155353.933","935690533158.143","1028713376214.01","1225819965512.74","1546573685630.47","1679751368744.1","1815745218763.47","2001655694154.09","1962113753009.43","2087671345504.26","2235731938965.27","2359133560058.04","3082071895098.54","3618921911898.82","4354053290558.85","4535233866217","4737130016893.33","5348103890474.06","5843647343374.35","6534962605493.74","7402443037258.47","8405469747926.35","8099316079810.25","7742870721108.72","6928206332716.95","7738647440841.3","8373137090556.21","7787012237035.41","7909583298610.3","8696262832648.25","9753487857759.57","10406039573311.5","11028030727726.8","12321793798291.4","14206496316345.2","14619345445750.3","17063328745170.4","19788700724983.6","21171235550388.5","21409820574994.3","22085315696268.9","21997093126150.3","22772145277753.9","24325231732305.3","26481019943236.6","27024079763932.2","27118722832657.5","30880832035117.6",
"Europe & Central Asia (excluding high income)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","862081298875.325","834087939757.757","893026242232.066","870041628707.896","798686849810.38","784818157096.961","674052499507.065","721698282309.623","729351103173.691","761369825434.892","705516678669.89","591787468051.344","662873806189.37","655066512478.541","750711494010.219","947223709943.877","1256036216038.76","1589616931936.74","1950078746522.65","2509462646689.51","3110375767545.72","2437792607189.29","2953062660119.67","3670006734228.19","3914696679892.02","4150223013344.07","3845832673606.77","2921404061640.66","2777731258685.99","3118192978608.2","3182530249215.21","3249705581846.91","2980726151029.73","3499151501974.59",
"Europe & Central Asia","ECS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","739424183997.105","796313419467.256","832994162706.443","921346210842.912","1019169571078.6","1149413891143.26","1377140017500.43","1749171686571.78","1976691485172.53","2309262098975.38","2400125275417.02","2720266987850.11","3320003493983.55","4061402569918.03","4600310631118.57","4094326140569.37","3945580584994.18","3827638388712.5","3678883988218.08","3807116150319.95","5196400831596.9","6421136044387.53","7147514395013.96","7242831612556.36","8860886770157.08","9141573886174.29","9801290856261.89","9002867476236.01","9413178013838.71","10871934351635.8","11096330164781.8","10521055309836.1","10794673797081","10674805143025.6","10062644063691.1","10163007675953.9","11133529792287","13537478320357.3","15776874044619.2","16784487175829.8","18178450119096","21245717787580.1","23375404048532.6","20561162266597.6","21025776092026.9","23314072718003.9","22462345376234.4","23481224437521.6","23811885452932.2","20513326700882.6","20453731054147.2","21680175761930.6","23224055731756.6","22941556433612.1","22133908631128.1","25046912741672.4",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069465326.42335","1753850416.75551","1518208221.23969","1824344492.08344","2244146867.90615","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","18327764882.4412","24468324000","28548945000","32432858000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","99937696000","104295862000","107562008000","108108009000","99291124000","106165866000",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908176.3889","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4541","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","96684636118.5984","85146067415.7303","80288461538.4615","78782467532.4675","89600665557.4043","107426086956.522","130437828371.278","162818181818.182","189147005444.646","218983666061.706","235989672977.625","279116666666.667","288434108527.132","305595408895.265","329366576819.407","332441717791.411","235733695652.174","249712999437.254","303080865603.645","365252651278.852","404142766093.053",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","244832935017.629","268965157140.85","298819018812.336","335341706018.757","373024086802.03","407740494856.14","444882672260.909","483418521497.102","518991584973.929","579332792192.932","642618088368.821","728350554974.309","879866290916.195","1142236590690.38","1295369699850.02","1501998418268.04","1567495504827.94","1782977995170.69","2183343538754.24","2644833360482.99","2962180543669.06","2574374750648.22","2492494872148.43","2431610581355.91","2332402739282.44","2396184424241.68","3362906739591.32","4159430693750.94","4574520626626.7","4672688524983.16","5880686952499.88","6114121761315.69","6745616975554.08","6172470672291.46","6515616661978.12","7515711917825.14","7604595626511.77","6952260676501.13","7149267346201.28","7116178840772.46","6495501325035.75","6596320042271.13","7199933607653.37","8862289873787.83","10160380132231.7","10523534336457.1","11184044963017","12879111927841.3","14158257823461.1","12938506901373.2","12641279097270.1","13637358251246.6","12638199928858.1","13195371020219.7","13508854391651.8","11674422820798.6","11972520804230.6","12677749892531.3","13699406014418.1","13416061270575.3","13027258675468.3","14493212396452.5",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995008.3195","46619420359.2814","59132415221.3306","78639525985.1513","97274006345.5437","114777046376.812","118507184779.905","132449277108.434","160599687500","214601955875.062","232766822928.754","202807891511.984","195996754505.528","170951185614.849","172102910370.524","180793463796.477","251321075204.942","318747935588.196","376160409941.437","414757056921.996","536558591250.408","577166174539.632","630916018202.503","525075636030.854","530562634455.347","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634907542858.302","598363313494.903","627830029412.205","708756677088.629","907491523174.116","1069055675273.75","1153715822717.51","1260398977831.76","1474002579820","1631863493552.34","1491472923706.64","1422108199783.34","1480710495710.12","1324744314781.64","1355142585077.65","1371222712535.68","1195599995808.59","1232912963206.23","1312539279462.36","1420994142512.16","1393046093137.25","1281484640043.58","1425276586282.92",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4502970889.06373","4786018988.16491","5154420649.23354","5674080542.88575","5756912265.75809","5686579747.53524","6254649538.98487","7367975887.72723","9874013098.46432","12145911801.2422","14106790200.2239","17022870405.2189","22449129482.617","24341678628.9732","19633031397.6104","19523477325.6235","23213994093.4631","23019150071.1867","25115753366.1114","26634083965.0987","22890762090.1508","24072829276.7744","26924385103.0659","30489500904.8564","31045591753.4901","30650285471.7215","36262924353.6041",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81770791970.982","84269348327.3454","95912590628.1412","107657734392.446","111271112329.975",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","725931117202.681","820813003647.737","990428711523.757","1282020509407.61","1451750057862.35","1690875090425.37","1770054233927.2","2004900497340.86","2442696478420.52","2952838432090.34","3303181850263.89","2879984188262.2","2777376665977.44","2702069500746.21","2603395491959.08","2677660947369.09","3744041974466.61","4631250656846.37","5084288198655.59","5193668896729.2","6498471911158.62","6736015994578.52","7406290275006.52","6761114918561.71","7161872216278.51","8296026012678.74","8431518032299.25","7733761443399.13","7969786047468.6","7925751140105.29","7276100425846.39","7393822815819.07","8083838310847.3","9931880091381.26","11419026235917.2","11910846593666.3","12713924308247","14728760786208.9","16297628240370.6","14763782458925.1","14557639624574.1","15759494356498.2","14636200267663.1","15299732275660.3","15652098620138.5","13551929359932.8","13893207820569.6","14766273067392.1","15978719985091.5","15691850452107.3","15300141971364.8","17088620744318.8",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","47957291357.531","53470047639.9828","65260461024.3092","66196981810.7919","75751428681.4355","92850611274.3186","137943670886.644","154927093379.852","182412706200.682","200745688886.702","221054437070.878","279275220757.629","349306732012.753","486124843805.958","465592977918.014","397037116113.929","358949595250.186","366537487505.788","355466079876.278","366404573709.117","383951771465.993","381374979747.715","551558495418.015","381433136857.279","347798646638.592","326504530209.941","314398167977.555","362037937502.52","374207921197.866","424067275056.128","419824904628.541","452435175589.482","525986618639.51","524884814023.477","515367591188.76","539751867313.963","681507623285.611","856531790827.964","1057797010427.97","1288897462343.96","1635753230744.8","1512209062483.38","1783717857883.98","1678756775932.42","1877756707178.7","1946596506024.74","2049521652800.08","1651524360400","1554689216357.47","1644757314707.75","1680875741828.21","1791408028660.02","1675307026432.75","1795312624367.93",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357516987.5425","12527405512.9298","14743186119.8738","19472363466.6252","24848821490.4679","29472623242.2822","31849513771.3494","33499799321.2336","36256160288.8087","44465255686.1548","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135264083658.688","126019543413.334","129533107311.811","140404460203.138","171652458349.411","197479443979.151","204885494686.381","217089269791.764","256378067752.158","285716311136.719","253497520828.515","249424310816.667","275604356167.316","258290060227.734","271362405890.589","274862826772.156","234534382384.766","240771351298.833","255647979916.471","275715087494.902","268508200125.49","271836962949.417","299155237589.142",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235665808.56541","1194122694.12269","1123107276.30285","1177997413.63384","1141123439.66713","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1532401862.94079","1636074717.86224","1825763267.53637","1970347720.96992","2128696643.62574","2090184941.46983","1653160861.68714","1936484565.39399","1678239218.26553","1652464201.00149","1833279985.36741","2300453634.34962","2708078476.63012","2980484920.16558","3076305452.86506","3378314599.76402","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963229.83999","4682546863.08162","4930204229.72263","5353404422.08138","5581371850.14851","5496264765.78411","4574413823.31243","4592118709.55279",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1493151737698.46","1365639660792.16","1377657339291.34","1501409382971.38","1844544792036.86","2119633181634.37","2196945232435.8","2320536221304.7","2660591246211.77","2930303780828.12","2700887366932.03","2645187882116.67","2865157541994.17","2683671716967.19","2811876903329.03","2855964488590.19","2439188643162.5","2472964344587.17","2595151045197.65","2790956878746.66","2728870246705.88","2630317731455.26","2937472757953.44",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1113926695.31996","1131532926.23491","1068278259.57863","1162024799.34637","1276375289.75135","1500235286.97421","1708217188.8301","1754406443.32905","2014663348.35542","2333137388.17349","2488397638.33585","2295640657.35231","2322202663.53728","2499152495.01742","2414380664.65257","2677296440.7172","2901131403.11804","2561824640.6754","2804863556.01111","2969876872.28339","3180074747.41076","3268839775.69197","3240759988.99453","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","412479413.362129","407515927.98229","404178049.753978",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468978.376811","167637908.489803","182796536.497306","154480244.244369","215679855.271673","226474285.58499","245849781.713541","271543680.280699","294468564.530742","318124701.050461","323802475.477281","381687073.052087","430508357.728441","722780701.133715","1544216003.97013","2157592936.61939","3009409970.8681","2809349074.13823","2389479269.23068","3030251116.39385","4279637933.94656","3862269126.93107","3618007844.43807","3391275731.35952","3561451562.21946","3339914759.38464","3403638193.62328","3281797038.68204","3834503378.34725","4186411457.42938","5952293765.94088","5402919956.93831","5592390848.52647","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5080483463.99928","5023265365.25169","5335451307.54323","6511903657.44009","7770219479.72648","9582783318.3881","10327598800.6713","12455410055.7483","15571349775.7848","12113699660.6799","14372591916.4792","18210308748.2912","17170465294.0332","17595745653.3676","18203968001.8908","14383107714.0388","14023890620.3384","14929488770.7315","16867325126.5423","16874405839.7948","15316824039.3269","18269350433.7992",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1346422597443.59","1421514820592.82","1559569417157.83","1653391851606.49","1685762821549.91","1662127402027.54","1643908161796.46","1784076738609.11","2057093877551.02","2421814353716.59","2544829090909.09","2717059797608.1","3106182472989.2","2938882352941.18","2425798410967.44","2491110093454.18","2674891473843.81","2719158341005.79","2803291406029.93","3087165602962.86","2956573778737.76","2722851958486.23","2699016715111.39","2900791442554.06","2878673912414.44","2756900214107.32","3186859739185.02",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2514070771.80273","2693768412.89179","3095047603.8083","3510520231.21387","3613541516.765","2800049394.91232","3057475335.18846","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189551520.9811","17627003454.7205","14953950557.4406","15141758566.7808","16242916915.7203","17596922469.9152","17470436258.5131","15842922532.7202","18700241392.1575",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217086834.73389","1302521008.40336","1382352941.17647","1540616246.4986","1731092436.97479","2053221288.51541","2126050420.16807","1746806039.48897","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10744675209.8984","20440893017.1566","24827844949.6033","28678701891.0957","26048108185.0534","32197272797.2028","39337314809.9434","41270954737.2459","62823043706.4702","54782847752.5375","49406568432.6711","56165172898.8695","60406382898.5174","67299280679.563","68337537815.7703","70043199813.6885","77594279054.8795",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1995186720.74733","2041538039.57727","2384295982.38433","2432029433.82679","2666750685.8495","3015058138.92561","3284620543.22982","3279096606.21358","3383092827.5866","3693710532.91191","3868968301.91851","3783700461.64359","3588375476.76248","3461282543.12577","2995361140.63217","2829435956.51563","2950198648.95191","3446441698.00738","3635458132.65317","2937071767.25576","4220019242.74824","6281917655.90249","6964179193.84418","6716904568.76482","6853467857.61127","6785137172.77058","7638045254.42864","8376613843.27265","8778473614.54728","8794202443.67366","8595955581.21787","10324668266.5921","11857030336.5252","13442861443.7506","14169626010.1229","15850520383.9941",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","55728608.974983","59161544.9957528","75187969.924812","95797533.4619206","115182522.123894","112189468.481826","138094243.349324","171836793.402695","207114382.546071","241080708.89018","218764445.784343","216051495.959817","213446562.57106","177338801.93075","225724851.691107","185646209.386282","220626484.224811","266673126.229801","284119692.49433","317083373.524559","690314321.374999","714255460.503389","755042548.055824","746491692.583857","785996982.492168","848237108.56163","803630742.53446","840285264.631545","814723460.08372","782915402.421095","687408804.630527","578236035.104279","487038821.611959","961900106.892751","1027702254.38664","1054113426.70947","1279704744.82781","1561763437.0325","1450140385.97229","1543292392.54605","1409694553.90934","1415006238.09509","1375608956.10386","1229460601.92174","1378176868.31568","1484579844.37143","1504909753.28746","1670670668.5939","1813608279.65044","1830412999.95922","2078070683.54686",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","108985740.155434","112386489.005677","114971207.205384","122666858.789625","118537875.133044","110653830.722704","154731969.69697","165523634.503718","163577538.326314","138478900.628609","143856253.127248","130225018.751151","173836362.010677","164458120.318029","213143016.446378","243961995.512687","257150374.069711","226313443.749086","236880821.656388","235620043.500927","253966922.278198","270419779.418107","268550998.219197","206457544.497703","224446663.800548","371095510.047761","392621385.894576","417806667.07798","477458598.710737","532062927.382438","587029054.444652","592365688.05204","696910810.918663","868154708.520179","830126469.986608","849878424.225986","1099818651.98114","989271229.637162","1046087417.96916","1054915645.19654","1048229629.42039","1179004941.22904","1350177127.5523","1504630120.99275","1439638443.38133","1431758242.90375","1638517533.16504",
